Asesor,Nombre de tesista,Año de publicación,Resumen,Institución,Titulo de la tesis,Grado
"Menacho Chiok, César Higinio","Aquino Gamboa, Juan Carlos",2019,"En la presente tesis se aplica la regresión logística ordinal, con la finalidad de identificar las variables que mejor explican los rangos de los ingresos de los egresados universitarios del Perú. Para el estudio se usa los datos de la encuesta de egresados universitarios del año 2014 realizada por el INEI. Se ajustan los datos a tres modelos aplicando la regresión logística ordinal con función de enlace logit proporcional acumulativo y para las universidades públicas y privadas. La variable dependiente son los rangos de ingresos (Bajo, Medio, Alto y Muy alto) y los conjuntos de variables independientes agrupadas en cuatro categorías: Grupo A: socio-académicas (7), Grupo B: referidas a la evaluación de las competencias recibidas en la universidad (12), Grupo C: referidas a la importancia de las competencias para su desarrollo profesional (12) y Grupo D: respecto a los profesores de la carrera (5). Para explicar los rangos de los ingresos, la regresión logística ordinal identificó para los tres modelos y para las universidades públicas y privadas, variables significativas socio-académicas: sexo, pertenencia al cuadro de méritos, si obtuvo o no el título profesional, su primer empleo relacionado con la formación profesional. Respecto a la calificación sobre la preparación recibida en la universidad para el desarrollo de las competencias: para coordinar actividades, para los conocimientos básicos de otros campos (públicas) y para el dominio del área de disciplina, el utilizar herramientas informáticas básicas, el utilizar software específico de la carrera (privadas). Respecto a la importancia de las competencias para su experiencia laboral: redactar informes o documentos, tener conocimientos básicos de otros campos o disciplinas (públicas) y rendir bajo presión y cumplir con los objetivos y coordinar actividades (privadas).",Universidad Nacional Agraria La Molina,Variables que explican los rangos remunerativos del primer empleo de los egresados universitarios del Perú aplicando regresión logística ordinal,Ingeniero Estadístico e Informático
"Menacho Chiok, César Higinio","Reyna Colona, Tino Fabricio",2017,"En este tiempo presente, las empresas desarrollan diversos planes de trabajo conjunto de negocio, a modo de corporaciones, joint ventures, etc., y surge la necesidad de manejo eficiente y ordenado de volúmenes grandes de datos e intercambio de información entre las corporaciones con los fines de negocio visibles en el ámbito comercial. En tal sentido, el trabajo de investigación provee una metodología de desarrollo de un sistema de integración basado en Middleware Orientado a la Mensajería (MOM) que media y favorece la integración financiera entre dos entidades de ejemplo, una empresa farmacéutica y un banco. El propósito del trabajo de investigación es que, con la metodología presentada, se identifiquen los procesos clave y la dinamización de los mismos para representar el flujo de transacciones electrónicas para la debida integración entre las dos entidades señaladas anteriormente. La metodología consta de las secciones de: análisis del sistema, diseño del sistema, arquitectura y secciones referidas a la interconexión, mensajería e interfaces gráficas de usuario para la debida gestión del sistema. Los resultados de la aplicación de esta metodología son: el reconocimiento de los procesos clave según los objetivos del trabajo, la presentación de la dinamización de tales procesos, y comprender de manera preliminar lo referido a la interconexión entre las entidades presentadas, empresa farmacéutica y banco, definición de mensajes para las transacciones financieras entre las entidades señaladas y la visualización de la gestión del sistema por medio de interfaces gráficas de usuario. Tales resultados conducen a la idoneidad de la metodología en todas las secciones presentadas, abriendo el espacio para posteriores oportunidades de investigación en banca electrónica.",Universidad Nacional Agraria La Molina,Análisis y diseño de un sistema distribuido de pago middleware orientado a la mensajería entre una entidad bancaria y una empresa farmacéutica,Ingeniero Estadístico e Informático
"Salinas Flores, Jesús Walter","Pariona Huarhuachi, Jefferson Clauss",2017,"La retención de clientes ha tomado mucha importancia en los últimos años en las entidades financieras debido a la competencia agresiva por parte del sector, así como la autonomía del cliente en buscar mejores beneficios dentro de todas las ofertas que existen en el mercado bancario lo que se ve reflejado en el aumento de la tasa de clientes fugados. Ante esto se ha visto necesaria la implementación de técnicas estadísticas y/o técnicas de minería de datos, con la finalidad de construir un clasificador predictivo que pueda ayudar a identificar a clientes potenciales a fugarse. En muchos casos cuando se aplican técnicas de clasificación, es común que la clase a predecir ocurra con menor frecuencia que la otra clase: la presencia de datos desbalanceados. Es decir, se tiene menor número de clientes fugados que no fugados, lo cual representa un inconveniente debido a que el clasificador necesita datos suficientes de ambas clases para poder aprender de ellas y así alcanzar una buena predicción. En esta investigación se propone el algoritmo Syntetic Minority Over-sampling Technique (SMOTE) como solución a este problema. SMOTE crea instancias nuevas a partir de un sobre-muestreo de las instancias existentes, llevando la clase minoritaria a un número suficiente para ser considerada balanceada y la clase mayoritaria si es necesaria reducirla mediante sub-muestreo aleatorio. En la presente investigación se validarán tales beneficios con la construcción de un modelo de regresión logística binaria con datos desbalanceados con y sin la aplicación del algoritmo de SMOTE; con el fin predecir la fuga de clientes en una entidad financiera. Se usarán para medir la precisión, la curva ROC y elementos de la comprobación de tabla cruzada como la especificidad y la sensibilidad.",Universidad Nacional Agraria La Molina,Clasificación de fuga de clientes en una entidad financiera utilizando el algoritmo Smote para datos desbalanceados en una regresión logística,Ingeniero Estadístico e Informático
"Chue Gallardo, Jorge","Muñoz Muñoz, Emanuel Guillermo",2015,"El propósito de este trabajo es presentar y aplicar la técnica de redes neuronales para predecir el éxito de la compra de deuda de una entidad financiera a otra. La técnica de redes neuronales se sustenta en el perceptron multicapa y en el algoritmo de retropropagación. Se explica el uso de la técnica mostrando sus diferentes pasos: establecimiento de la estructura, la función de activación (sigmoidea), el paradigma de aprendizaje, el factor de aprendizaje, la regla de aprendizaje, el algoritmo de aprendizaje (retropropagación), el entrenamiento y la evaluación de la red neuronal. Se realizó un pre procesamiento para tener datos de calidad, con estos datos limpios se aplicó la técnica de redes neuronales en la clasificación y para evaluar esta clasificación se realizó el post procesamiento, se puede notar que todo este proceso es minería de datos. Lo más resaltante en las redes neuronales son los valores hallados para los parámetros, identificados a través del entrenamiento. Estos parámetros son denominados pesos dinámicos, en estos pesos está el conocimiento de la red neuronal para poder lograr la predicción. El error de clasificación que se obtiene al aplicar a los datos de prueba a la red neuronal entrenada con las especificaciones ya señaladas fue de 22.89% y 4.31% para la red de cuatro y dos neuronas en la capa de salida respectivamente. Al probar con más de siete neuronas se obtuvieron errores de clasificaciones similares o mayores, esto se logró con un mayor costo computacional. Al comparar los resultados de los mismos datos con la regresión logística, se obtuvieron estos errores de clasificación 22.72% y 4.31% para los datos con la variable respuesta de cuatro y dos clases respectivamente.También evaluaron los modelos de clasificación con la técnica de validación cruzada, en este caso se obtuvo  76.57% y 77.29% que son los porcentajes de la eficiencia de predicción de redes neuronales y regresión logística respectivamente, solo para los casos donde la variable respuesta de los datos era de cuatro niveles",Universidad Nacional Agraria La Molina,Aplicación de redes neuronales y regresión logística para predecir el éxito de la compra de deuda de una entidad financiera,Magister Scientiae - Estadística Aplicada
"Febres Huamán, Grimaldo","Orosco Gavilán, Juan Carlos",2019,"La presente investigación es de naturaleza aplicada, y tiene el objetivo de analizar y evaluar la metodología Bootstrap en modelos heterocedásticos aplicados en la predicción del Índice General de la Bolsa de Valores de Lima (IGBVL), periodo 2010 - 2014. Se presenta sucintamente, los conceptos básicos de series temporales, los procesos seriales heterocedásticos, la metodología Bootstrap y sus aplicaciones a la inferencia estadística y a las series temporales, donde se presenta el algoritmo para procesos heterocedásticos GARCH propuesto por Pascual et al. (2006) y generalizados para los modelos EGARCH y TGARCH. Con los procedimientos mostrados fueron obtenidas las predicciones mediante la metodología paramétrica y metodología Bootstrap, que fueron comparados con valores reales y finalmente fueron evaluados los desempeños de ambas metodologías. Del estudio se obtuvo que los modelos que mejor ajustan a la serie son los modelos ARMA(1,1)-GARCH(1,1), ARMA(1,1)-EGARCH(1,1) y ARMA(1,1)-TGARCH(1,1) cada uno de ellos con el supuesto de distribución t de Student con 5 grados de libertad de los residuales, el estudio comparativo mostró que la aplicación de la metodología Bootstrap en la serie de los retornos del Índice General de la Bolsa de Valores de Lima, permite obtener intervalos de predicciones con mayores e iguales amplitudes en algunos horizontes hacia adelante en comparación con la metodología paramétrica, y también permitió construir con un buen desempeño los intervalos de predicción para las volatilidades, así siendo esta una alternativa para la construcción de intervalos de predicción en los modelos GARCH, EGARCH y TGARCH.",Universidad Nacional Agraria La Molina,Uso de los modelos heterocedásticos con Bootstrap en el análisis del Índice General de la Bolsa de Valores de Lima,Magister Scientiae - Estadística Aplicada
"Gonzáles Chavesta, Celso","Bazán Baca, Juan Francisco",2018,"El estudio ha tenido como propósito determinar el método de muestreo apropiado, así como realizar estimaciones de la desnutrición crónica (DC) por edades, sexo y gestión educativa. Se ha empleado el muestreo por conglomerados (escuelas) combinado con estratificado (gestión educativa) y selección sistemática; en una muestra de 16 escuelas de gestión estatal y 20 de no estatal, obteniéndose información de 3000 alumnos del primero al cuarto grado de primaria, de la Región Callao. Se analizó la relación talla/edad con la referencia del National Center for Health Statistic (NCHS) de los Estados Unidos de América y de la Organización Mundial de Salud (OMS) considerando como niño en DC aquel con talla debajo de menos dos desviaciones estándar. Se determinó que la talla promedio de los alumnos, tuvo un incremento de 3 cm. al 2016, respecto al año 2005. La DC el año 2016 alcanza el 2.5% (1455 alumnos) con el patrón del NCHS y 2.9% (1724 alumnos) con el de la OMS. Según la referencia NCHS, la DC baja en 4.1% el año 2016 (2.5%) respecto al año 2005 (6.6%). En este período, también baja la DC por edades, sexo y gestión de la institución educativa. El Odds Ratios de Prevalencia (ORP) con el patrón NCHS por sexo y gestión disminuye el año 2016 respecto al año 2005 a 1.27 y 2.29 respectivamente; resulta que un estudiante este desnutrido crónico es 1.27 veces más probable si es hombre a que sea mujer, y que un estudiante este desnutrido crónico es 2.29 veces más probable si estudia en una institución educativa estatal a que estudie en una no estatal. Para tener alrededor del 96% de casos válidos, para las edades de 6 a 9 años en la encuesta de talla a escolares del primero al cuarto grado de primaria de menores, es recomendable efectuarla en el primer semestre del año, preferentemente los meses de mayo y junio",Universidad Nacional Agraria La Molina,Aplicación del muestreo para estimar la desnutrición crónica en escolares de 6 a 9 años en la Región Callao,Magister Scientiae - Estadística Aplicada
"Porras Cerrón, Jaime Carlos","Asencios Gonzalez, Zaida Beatriz",2019,"En la presente investigacion, se empleo Modelos de Ecuaciones Estructurales con Minimos Cuadrados Parciales (PLS-SEM por sus siglas en ingles), es una tecnica de segunda generacion que utiliza metodos estadisticos para el analisis simultaneo de relaciones complejas entre dos a mas constructos latentes. Se aplico PLS-SEM con el objetivo principal de comprender como o por que medios la violencia contra las mujeres en relaciones de pareja (VcM, constructo o variable independiente) afecta a la productividad laboral (constructo o variable dependiente) medido en terminos de ausentismo y presentismo, y la explicacion de esta relacion es por medio del dano a la salud mental y fisica (constructo o variable mediadora). Para ello, se entrevistaron a 357 duenas de microempresas formales en 10 departamentos del Peru y a 977 duenas de microempresas informales o formales con acceso a credito en Paraguay, se aplico un cuestionario estructurado cuyas preguntas estuvieron medidas en escala ordinal. En el modelo de media, los resultados del PLS-SEM muestran que tanto en Peru y Paraguay los tres constructos analizados son validos y confiables, fundamentados por la fiabilidad compuesta, las cargas de los indicadores, la varianza extraida media (AVE), las cargas cruzadas, el criterios de Fornell Larcker y el Heterorrasgo-Monorrasgo (HTMT). En cuanto al modelo estructural, tanto en Peru como en Paraguay los hallazgos proporcionan evidencia empirica de que el dano a la salud mental y fisica explica la relacion entre VcM y productividad laboral. Por consiguiente, la presente investigación posee implicancias por la confirmacion del efecto mediador, la aplicacion de esta tecnica en este tipo de tematica y el desarrollo del marco teorico y practico del PLS-SEM.",Universidad Nacional Agraria La Molina,Influencia de la violencia contra las mujeres en la productividad laboral de microempresas utilizando ecuaciones estructurales con mínimos cuadrados parciales,Magister Scientiae - Estadística Aplicada
"Sotomayor Ruíz, Rino Nicanor","Castillo Gamarra, Jorge Enrique",2014,"El presente trabajo tiene como objetivo describir los modelos de varianza condicional ARCH y GARCH junto con sus propiedades y demostraciones, estos modelos se aplican en series de tiempo financieras, debido a que estas presentan como característica principal una fuerte volatilidad con periodos de calma o agitación, lo cual no permite utilizar los modelos de series de tiempo tradicionales que asumen varianzas constantes. Así mismo se realizó una aplicación utilizando como variable el valor diario del Índice General de la Bolsa de Valores de Lima (IGBVL), periodo 2009 – 2011, para la aplicación  se utilizó el software econométrico Eviews 7. Al analizar los resultados de las estimaciones de los modelos que explicarían la volatilidad diaria de la Rentabilidad del Índice General de la Bolsa de Valores (RIGBVL), periodo 2009 – 2011, se  concluyó que  el  modelo GARCH (1,1) es el adecuado, debido a que el modelo GARCH (1,1) tiene a diferencia de los demás modelos el menor valor tanto en el criterio de información de Akaike (AIC) como en el criterio de información de Schwarz. Previamente se modeló la media de la RIGVBL con el modelo AR (1)",Universidad Nacional Agraria La Molina,"Modelación de la volatilidad del índice general de la Bolsa de Valores de Lima, periodo 2009-2011",Ingeniero Estadístico e Informático
"Chue Gallardo, Jorge","Meza Rodríguez, Aldo Richard",2018,"La presente investigación tiene como propósito aplicar y comparar el modelo de regresión logística y el algoritmo Adaboost en datos desbalanceados, esto a efecto de predecir la fuga  de clientes en una empresa del sector de telefonía móvil. El algoritmo Adaboost se sustenta  en el aprendizaje adaptativo al entrenar clasificadores débiles combinándolos en conjunto  para obtener un clasificador cuyo rendimiento sea fuerte. En cuanto a la regresión logística su modelamiento se realizó estrictamente desde una perspectiva de minería de datos, donde la clasificación es el objetivo y el rendimiento se evaluó en un conjunto de validación. Ambas técnicas se compararon mediante dos procedimientos, el primero mediante métodos de muestreo (sub-muestreo, sobre-muestreo y SMOTE) y el segundo modificando y/o  ajustando el algoritmo o función. Al trabajar con datos desbalanceados la tasa de error de clasificación es ineficiente, por lo que las medidas de desempeño para elegir al mejor modelo fueron la precisión, el recall (sensibilidad), el F-measure, y como medida principal el AUC a través de curvas ROC. Al formar modelos logísticos con los métodos de muestreo, las medidas de desempeño arrojaron resultados similares, lo mismo pasó al formar modelos con el algoritmo Adaboost, sin embargo al comparar la regresión logística (AUC=0.86) con el algoritmo Adaboost (AUC =0.93), este último tuvo el mejor desempeño. En cuanto al ajuste a nivel de algoritmo o función, en la regresión logística se trabajó de dos maneras, el primero (Logit Asym) incluyendo en la FDA un valor Kappa (k) y el segundo (Power Logit) un valor Lambda (λ), en ambos modelos se identificaron los valores óptimos de k (0.02) y λ (2.5), en cuanto al algoritmo Adaboost (Adaboost Asym) se ajustó el peso de la clase minoritaria cuyo costo de clasificación fue errónea. La comparación de estos tres modelos ajustados dio como mayor rendimiento al algoritmo Adaboost. Finalmente se realizó la validación cruzada con 10 iteraciones para todos los modelos dando resultados similares al método de retención. Realizada todas las comparaciones y las medidas de desempeño se concluye que el modelo óptimo para la predicción de fuga de clientes en la empresa de telefonía es el algoritmo Adaboost",Universidad Nacional Agraria La Molina,Predicción de fuga de clientes en una empresa de telefonía utilizando el algoritmo Adaboost desbalanceado y la regresión logística asimétrica,Magister Scientiae - Estadística Aplicada
"Miranda Villagomez, Clodomiro Fernando","Chafloque Cespedes, María Raquel",2019,"Los Modelos de Ecuaciones Estructurales con Mínimos Cuadrados Parciales (PLS – SEM, por sus siglas en inglés), son un método de segunda generación, con gran aceptación en la actualidad en el mundo académico, en especial en el área de ciencias empresariales. Asimismo, el enfoque de esta técnica es más robusto y flexible al momento de utilizarlo en variables no observables. La presente investigación muestra una aplicación del PLS – SEM dentro del área de ciencias empresariales, en un sector económico donde no existe evidencia empírica cuando se habla de estrategias de marketing y desempeño empresarial. La investigación tuvo como objetivo determinar la relación entre la orientación de mercado, la innovación del producto y el desempeño de las empresas en el sector artesanal peruano - periodo 2018 mediante la aplicación del PLS-SEM. Se aplicó una encuesta estructurada a 301 microempresas del sector artesanal, específicamente las que están en el rubro comercial, siendo estas las principales intermediarias entre el consumidor final y el productor. Se encontró que la orientación de mercado y la innovación del producto explican el 34.3% del desempeño de la empresa; así mismo la orientación de mercado se relaciona positivamente a la innovación del producto, y esta última variable se relaciona positivamente al desempeño de la empresa. Se concluye que la técnica de PLS – SEM es adecuada para ser aplicada a investigaciones de ciencias empresariales. Finalmente, se recomienda que se incremente la evidencia empírica con el fin de fomentar el uso de esta técnica estadística de segunda generación.",Universidad Nacional Agraria La Molina,Aplicación de los modelos de ecuaciones estructurales a las empresas del sector artesanal peruano,Magister Scientiae - Estadística Aplicada
"Sotomayor Ruíz, Rino Nicanor","Loaiza Alamo, Marco Antonio",2015,"El objetivo de esta investigación es determinar la mejor selección de los siete programas especializados para la implementación de un laboratorio mediante la aplicación del Análisis de Proceso Jerárquico (AHP). Con esta técnica se logró un consenso para identificar cuáles son los criterios y las alternativas más relevantes para la toma de decisiones. Para validar el AHP se necesitó los Índices de Consistencia: el Cociente de Resistencia (CR) para la matriz de comparación de criterios y alternativas por pares, el Índice de Consistencia Geométrica (GCI) y el Indicador de Consenso AHP (S*) para la matriz consolidada. Con el desarrollo del algoritmo de AHP se optó por cinco criterios y cuatro alternativas para la toma de decisión. Se concluyó que la alternativa A, conformada por los programas informáticos Minitab, SPSS, SQL, Eviews y Microsoft Project, fue la más importante. No obstante, no hubo diferencia significativa considerable con la alternativa C, conformada por los programas informáticos Minitab, SPSS, SQL, Eviews y QlikView. En base a los resultados obtenidos se concluye que los programas más adecuados para la implementación del laboratorio informático son: Minitab, SPSS, SQL, Eviews, Microsoft Proyect y QlikView",Universidad Nacional Agraria La Molina,Uso del criterio AHP para la toma de decisiones,Ingeniero Estadístico e Informático
,"Mamani Tone, Edith Rita",2017,"La presente monografía estudia la Descripción Metodológica del Modelo de Ecuaciones Estructurales con el Método de Estimación de Mínimos Cuadrados Parciales. En el primer capitulo se describe detalladamente la sustentación teórica del Modelo de Ecuaciones Estructurales; en el capítulo 2 se describe el Método de Mínimos Cuadrados Parciales (PLS); en capítulo 3 se describe la Metodología detallando los pasos del Modelo de Ecuaciones Estructurales por el Método de Mínimos Cuadrados Parciales y en el capítulo 4 se observa la Aplicación, paso a paso en un caso para ejemplificar la metodología. Se concluyó los modelos de ecuaciones estructurales SEM es una extensión de la regresión múltiple, se aplica esta técnica para encontrar relaciones entre variables observables y no observables llamadas (latentes) para pasar posteriormente a estimar los parámetros. tiene como objetivo la predicción, no es preciso que los datos provengan de una distribución normal y puede aplicarse a estudios de muestras pequeñas, permite estimar modelos muy complejos con muchas variables latentes y medibles. En la aplicación de la descripción metodológica se realizó un estudio empírico el segundo semestre de 2013 sobre una muestra correspondiente a 300 alumnos universitarios chilenos con acceso a bases de datos científicas. Para los cálculos de PLS se utilizó el software WarpPLS 4.0. Los resultados del ejemplo en el análisis de PLS del caso indicaron la buena capacidad predictiva del modelo de investigación, y a su vez, la explicación del análisis logró ejemplificar en forma clara la metodología propuesta.",Universidad Nacional Agraria La Molina,Descripción metodológica del modelo de ecuaciones estructurales con el método de estimación de mínimos cuadrados parciales,Ingeniero Estadístico e Informático
"Salinas Flores, Jesús Walter","Elguera Vega, Rhony Miguel",2018,"En la actualidad, la gran cantidad de datos que se almacenan de los clientes en las diferentes empresas y la capacidad de procesamiento que brindan las computadoras, han generado gran interés por investigar; así como, desarrollar métodos y algoritmos para el análisis de agrupamiento. Los métodos de agrupamiento dirigidos a la segmentación de clientes permiten a las empresas identificar los patrones y perfiles de compra o servicios, ayudando a tomar mejores decisiones de las estrategias de canales y publicidad para sus clientes. En la presente investigación se aplica el método de agrupamiento basado en las particiones de k-Medoides con el algoritmo PAM (Partición Alrededor de Medoides). El algoritmo PAM se basa en particionar el conjunto de datos en k grupos, donde k es conocido; es considerado más robusto ante datos atípicos y el ruido, se basa en minimizar la suma de disimilitudes entre un objeto y el Medoide (centro del grupo). El objetivo de la presente investigación es aplicar el algoritmo PAM para segmentar a los clientes de un casino con los datos obtenidos, a través del uso de tarjetas en el tragamonedas. El método de la silueta permitió identificar tres clústers como el número óptimo. El análisis de agrupamiento con el algoritmo PAM usando la medida de distancia Gower, resultó la segmentación de clientes para los tres clúster con porcentajes de 49.4%, 11.3% y 39.4% respectivamente. La agrupación fue validada, al obtener para las 6 variables cuantitativas todos los ANVAs significativos y con el árbol de clasificación C5.0 un 99.35% de precisión.  Los resultados de la caracterización muestran que el clúster 1 son clientes con valores de los promedios para las 6 variables en un nivel intermedio, el 67.0% son hombres y 100% el tipo de tarjeta es classic. En el clúster 2 están los clientes con los valores más altos en los promedio de las 6 variables, el 59% son hombres y el 100% usan la tarjeta silver. En el clúster 3, se encuentran los clientes con los promedios más bajos, el 64% son hombres y el 100% usan tarjeta classic",Universidad Nacional Agraria La Molina,Segmentación de clientes de un casino utilizando el algoritmo partición alrededor de medoides (PAM) con datos mixtos,Ingeniero Estadístico e Informático
"Miranda Villagomez, Clodomiro Fernando||Acevedo Mallque, Moisés Pascual","Montenegro Muro, Rolando Antonio",2018,"El bosque amazónico cuenta con una gran variedad de especies arbóreas, la cual se estima en cuatro mil especies. Unas pocas especies amazónicas enfrentan la desaparición por la alta demanda de su madera. Para reducir la presión sobre las especies demandadas y promover el uso de nuevas especies es necesario conocer sus características tecnológicas, principalmente, las características físico mecánicas. Debido a la gran cantidad de propiedades que encierran dichas características, se propuso estudiar a las especies con técnicas multivariadas, específicamente a través del análisis de conglomerados. Ello con la finalidad de agruparlas en función a la similitud que tengan en sus propiedades físicas y mecánicas. Así, se pueden agrupar especies poco conocidas en el mercado con especies muy demandadas y sugerir potenciales usos. Para el estudio presente se utilizó el algoritmo CLARA (Clustering Large Applications), el cual es empleado en grandes conjuntos de datos. Para seleccionar el número de conglomerados óptimo se probó hacer de dos hasta diez grupos; luego se comparó el ancho de la silueta promedio y el índice de Dunn por grupo y se eligió el de valores más altos. Se encontró que con un ancho de la Silueta promedio de 0,339 el número óptimo de conglomerados es de dos. El número de conglomerados indicado coincide con el análisis realizado a partir del índice de Dunn, el cual alcanza su más alto valor en 0,1264 con dos clústeres. Los conglomerados tuvieron como medóides a Guarea subridiflora (“requia de altura”) y Retrophyllum tospigliosii (“ulcumano). El primer conglomerado se caracterizó por tener propiedades mecánicas y físicas altas, de acuerdo a lo establecido por Aróstegui et al (1986). Por otro lado, el conglomerado de medóide “ulcumano” se caracterizó por tener propiedades físico mecánicas bajas, a excepción del clivaje, el cual resultó ser medio.",Universidad Nacional Agraria La Molina,Clasificación de especies forestales maderables de la Amazonía Peruana aplicando análisis Clúster con algoritmo Clara,Magister Scientiae - Estadística Aplicada
"Chue Gallardo, Jorge","Valdivia Carbajal, Manuel",2019,"Esta tesis toma como caso de estudio a una empresa de cosméticos reconocida de la ciudad de Lima, Perú. Para pronosticar el riesgo de crédito se analizaron dos modelos: la Regresión Binaria Asimétrica Cloglog y las Redes Neuronales Artificiales Perceptrón Multicapa. La selección de estos modelos surge a raíz de recientes estudios que revelan las ventajas de las técnicas de inteligencia artificial sobre los modelos estadísticos en cuanto a predicción por su alta capacidad de discernimiento de patrones. “La empresa” cuenta con un modelo de negocio llamado Red Binaria, esto quiere decir que se contrata vendedoras y éstas ofrecen productos a sus clientes a través de catálogos. Debido a que no se cuenta con información de los clientes finales, se midió la probabilidad de no pago a través de las vendedoras. La población de estudio estuvo conformada por las vendedoras de la empresa las cuales manejan una cartera de clientes de 51183 personas a julio del 2017. Los datos se trataron previamente considerando el análisis de valores atípicos a nivel univariado y multivariado, este último mediante el algoritmo de segmentación K-means. Concluido ello para realizar la clasificación de vendedoras en buenas y malas pagadoras se utilizó un modelo de Redes Neuronales Artificiales Perceptrón Multicapa con una sola capa intermedia y un modelo de regresión Binaria sobre el cual se eligió el enlace asimétrico Cloglog debido a la naturaleza de los datos. Los resultados mostraron un 0.846 y 0.809 de índice ROC en las muestras de entrenamiento, y un 0.762 y 0.733 de índice ROC en las muestras de testeo respectivamente para cada modelo. Finalmente, se concluye que la aplicación de la técnica de Redes Neuronales Perceptrón Multicapa define una mejor regla de discriminación que la Regresión Binaria Asimétrica Cloglog en el estudio de probabilidad de impago. Además, las Redes Neuronales presentan mejores indicadores de pronóstico.",Universidad Nacional Agraria La Molina,Comparación del pronóstico de riesgo de crédito utilizando regresión binaria asimétrica cloglog y perceptrón multicapa,Magister Scientiae - Estadística Aplicada
"Miranda Villagomez, Clodomiro Fernando","Málaga Sabogal, Lucía",2017,"Este estudio halló los grupos de investigación conformados por las instituciones peruanas con investigación en medicina indizada en Scopus en base a las coautorías. La información se descargó de Scopus en formato no estandarizado y se utilizó aprendizaje supervisado con k-medias y un conjunto de datos de entrenamiento, para la identificación de las instituciones involucradas. El procesamiento de los datos se hizo con R. Las instituciones identificadas se clasificaron en ocho categorías: universidades, institutos públicos de investigación, clínicas y hospitales, organismos y dependencias del gobierno nacional, organismos y dependencias del gobierno local, empresas, organizaciones internacionales con filiales en Perú, instituciones privadas sin fines de lucro; y dos sectores: público y privado. Posteriormente se identificó los conglomerados existentes utilizando la metodología de particionamiento jerárquico aglomerativo propuesta por Moore, Clauset y Newman e implementada en el paquete igraph en R. Se halló que las instituciones del sector salud tienden a colaborar con sus símiles pero que no existe relación entre el tipo y sector de la institución y los patrones de colaboración para otras instituciones",Universidad Nacional Agraria La Molina,Identificación de conglomerados en el grado de coautorias formado por las instituciones peruanas con investigación en medicina indizada en Scopus,Magister Scientiae - Estadística Aplicada
"Maehara Oyata, Víctor Manuel","Vargas Paredes, Ana Cecilia",2017,"Se estimó mediante un modelo lineal mixto los componentes de varianza y heredabilidad de la producción de leche, a partir de los registros de 3397 lactaciones, provenientes de 1359 vacas de raza Holsteins, de 57 rebaños con información genealógica de 5 generaciones, utilizando máxima verosimilitud restringida conocida como REML y muestreo de Gibbs basado en procedimientos bayesianos. Con ambas metodologías se obtuvo una heredabilidad, en sentido amplio, moderada de 0.135 vía REML y una media de 0.318 vía muestreo de Gibbs. Para realizar el análisis exploratorio de residuales (en función de los tres tipos: marginal, residual condicional y efectos aleatorios) del modelo lineal mixto estimado vía REML, se adaptó funciones en R para incorporar la información genealógica o pedigrí al modelo. Como resultado de esto se verificó la linealidad de los efectos fijos y la normalidad del componente genético del animal. No se encontró normalidad para el efecto aleatorio del rebaño ni para los residuales condicionales. Para  estos últimos tampoco se observó homocedasticidad. Además, se encontró que para 132 animales la estructura de covarianza considerada en el modelo no es adecuada. También, se observó 215 animales y 7 rebaños con efectos atípicos. En el diagnóstico del procedimiento de simulación del muestreo de Gibbs desde la perspectiva bayesiana no se encontró problemas de convergencia. Se obtuvieron errores de Montecarlo bajos y tamaños efectivos de muestra mayores a 1000 para cada componente del modelo.",Universidad Nacional Agraria La Molina,Estimación de componentes de varianza utilizando los métodos bayesianos y máxima verosimilitud restringida para el estudio de la heredabilidad,Magister Scientiae - Estadística Aplicada
"Gonzáles Chavesta, Celso","Recuay Denegri, Briggitt Giuliana",2017,"Ante un mercado cambiante las empresas del rubro de consumo masivo se encuentran sumergidas en una serie de interrogantes en cuanto a la participación de sus productos. Para ello aplican herramientas como la auditoría de mercado que a través del resultado de una de sus etapas el “análisis de datos” encuentran confianza a la hora de tomar decisiones. Este estudio presenta el proceso del análisis de datos en una auditoría de mercado para productos de consumo masivo en el canal tradicional. Los productos analizados fueron las cremas dentales, los desodorantes y los energizantes. Se trabajó con una muestra de 1200 bodegas ubicadas dentro de Lima Metropolitana. El conjunto de datos contiene variables cuantitativas como las ventas, las compras, los precios y los inventarios, además de las variables cualitativas como son los atributos (marca, tamaño, sabor, etc.) de las variedades. Los datos fueron recolectados de las bodegas el primer semestre del año 2016 vía celular mediante el aplicativo de relevamiento “Audit” para luego ser cargados al sistema de trabajo. Culminada cada fase del análisis de datos (limpieza de datos, análisis de las variables y visualización de resultados) se supervisaron las bodegas cuyas variedades presentaron incoherencias en sus datos y se procedió a corregir. Para los tres productos en su mayoría se encontraron: ausencia de datos en la variable compra e inventario y errores en los precios y ventas. Estos errores suelen suceder debido a una mala digitación (error de codificación) o a la omisión de parte del supervisor al momento de ingresar los datos al aplicativo. Como resultado del estudio se obtuvieron datos consistentes para las cremas dentales, desodorantes y energizantes, los cuales fueron de mucha relevancia para las empresas. Otros productos de consumo masivo pueden seguir también la misma estructura para el análisis de sus datos.",Universidad Nacional Agraria La Molina,Análisis de datos en una auditoría de mercado para productos de consumo masivo en bodegas de Lima Metropolitana,Ingeniero Estadístico e Informático
